id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
11300,Apple MacBook Air MD711LL/A 11.6-inch Laptop - Intel Core i5 1.3GHz - 4GB RAM - 128GB SSD (Renewed),Apple,Apple MacBook Air 2013,11.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-4250U 1.3 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0,0,Intel HD 5000,macOS,OS X Mavericks,4,128,128,2.5,341.00,358.00
7422,"HP 250 G3 15.6"" Notebook, Intel 4th Gen i3-4005U, 4GB RAM, 500GB HDD, Windows 8.1",HP,HP 250 G3,15.6,1366,768,Matte,0,Intel Core i3,Intel Core i3-3217U 1.8 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0,0,Intel HD,Windows,Windows 8.1,4,0,500,4.83,390.00,390.00
9469,"Dell XPS 15 15.6-Inch Full HD Laptop (Intel Core i7-6700HQ Quad Core Processor, 8GB RAM, 256GB Solid State Drive, Windows 10 Home)",Dell,Dell XPS 15,15.6,1920,1080,Glossy,0,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 960M,Windows,Windows 10,8,256,256,3.9,1599.33,1599.33
20955,"Samsung Chromebook 3, 11.6in, 4GB RAM, 16GB eMMC, Chromebook (XE500C13-K04US) (Renewed)",Samsung,Samsung Chromebook 3 (XE500C13-K04US),11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,2.54,99.83,108.97
20093,"Acer Aspire E15 High Performance 15.6? Full HD Laptop (2018 Edition), 7th Gen Intel Core i7-7500U Process up to 3.50 GHz, 8GB DDR4 RAM, 1TB HDD, USB-C 3.1, Bluetooth, HDMI, Webcam, Win 10",Acer,Acer Aspire E15,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.92,573.60,599.99
20097,"Dell i7577-7425BLK-PUS Inspiron UHD Display Gaming Laptop - 7th Gen Intel Core i7, GTX 1060 6GB Graphics, 16GB Memory, 128GB SSD + 1TB HDD, 15.6"", Matte Black",Dell,Dell Inspiron 7577,15.6,3840,2160,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,6.28,1199.99,1199.99
19304,"ASUS Transformer Book TP200SA-DH01T-BL 11.6 inch Display Thin and Lightweight 2-in-1 Full HD Touchscreen Laptop, Intel Celeron Processor, 4GB RAM, 32GB EMMC Storage, Windows 10 Home, Dark Blue Color",Asus,Asus Transformer Book Flip TP200SA,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,2.61,299.00,299.00
23813,"OMEN by HP 15.6-inch Gaming Laptop, i5-8300H Processor, GeForce GTX 1050Ti 4GB, FHD IPS Thin Display, 12GB 2666MHz RAM, 1TB HDD & 128GB PCIE SSD, Windows 10 (15-dc0010nr, Black), Metal",HP,HP OMEN 15-dc0010nr,15.6,1920,1080,Glossy,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,12,128,1128,5.38,869.00,899.99
22142,"2018 Dell Business Flagship Laptop Notebook 15.6"" HD LED-Backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD DVD-RW HDMI Webcam Bluetooth Windows 10 Pro-Black",Dell,Dell Inspiron 5566,15.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Pro,8,256,256,4.85,515.70,567.99
23230,"Acer NX.GY9AA.002 Aspire 3 A315-41-R8UU 15.6"" LCD Notebook - AMD Ryzen 5 2500U Quad-core (4 Core) 2 GHz, Black, 15-15.99""",Acer,Acer Aspire 3 A315-41,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,5.07,449.00,466.00
9185,Apple MacBook Pro MD101LL/A 13.3-Inch Laptop (Core i5 4GB 500GB with Built-in DVD SuperDrive) (Renewed),Apple,Apple MacBook Pro 2012,13.3,1280,800,glossy,0,Intel Core i5,Intel Core i5-3210M 2.5 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),,0,Intel HD,,,4,0,500,4.5,348.69,388.71
29200,"Acer Chromebook 11 N7, Celeron N3060, 11.6"" HD, 4GB LPDDR3, 32GB eMMC, Google Chrome, C731-C118",Acer,Acer Chromebook 11 N7 C731,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,32,32,2.87,149.99,149.99
27880,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14 Inch FHD, Touchscreen, AMD Ryzen 5 3500U Processor, Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB NVMe SSD, Win 10, Black, Pen Included",Lenovo,Lenovo Flex 14,14,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 3500U 2.1 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,3.64,548.94,552.13
22739,"Microsoft Surface Book - 256GB/Intel Core i7/8GB Memory 2-in-1 13.5"" Touch-Screen Laptop",Microsoft,Microsoft Surface Book,13.5,3000,2000,Glossy,1,Intel Core i7,Intel Core i7-6600U 2.6 GHz (6th gen Skylake Dual-Core with Hyper-Threading),1,1,NVIDIA GeForce,Windows,Windows 10 Pro,8,256,256,3.34,678.00,759.99
22139,"HP 2018 Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Renewed)",HP,HP Stream 14-ax,14,1366,768,Glossy,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,3.17,159.99,159.99
29843,"Prostar NH70RDQ 17.3 Inches FHD 144Hz, Intel i7-9750H, RTX 2060, 32GB 2666Mhz DDR4, 500GB NVMe SSD, 2TB SSHD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH70RDQ,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,32,500,2500,5.9,1429.00,1499.00
28219,"ASUS VivoBook 15 Thin and Light Laptop, 15.6â€ Full HD, AMD Quad Core R5-3500U CPU, 8GB DDR4 RAM, 256GB PCIe SSD, AMD Radeon Vega 8 Graphics, Windows 10 Home, F512DA-EB51, Slate Gray",Asus,Asus VivoBook F512DA,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 3500U 2.1 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,3.5,472.61,479.99
24631,"Lenovo 20KH002FUS Thinkpad X1 Carbon 20KH 14"" Ultrabook - Windows - Intel Core i7 1.9 GHz - 16 GB RAM - 1 TB SSD, Black",Lenovo,Lenovo ThinkPad X1 Carbon (6th Generation),14,2560,1440,Glossy,0,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Pro,16,1000,1000,2.49,1649.99,1649.99
6628,"ASUS UX303LA-DS52T Laptop (Windows 8.1, Intel Core i5-5200U 2.20 GHz, 13"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) Silver",Asus,Asus Zenbook UX303LA-DS52T,13.3,1920,1080,glossy,1,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0,0,Intel HD,Windows,Windows 8.1,8,256,256,3.2,642.00,642.00
19844,"Lenovo 320-15 - 15.6"" HD - AMD A12-9720P - 8GB Memory - 1TB Hard Drive - Gray",Lenovo,Lenovo IdeaPad,15.6,1366,768,Matte,0,AMD A12,AMD A12-9720P 2.7 GHz (7th gen Bristol Ridge Quad-Core),0,0,AMD Radeon R7,Windows,Windows 10 Home,8,0,1000,4.85,430.00,430.00
10561,"Dell XPS XPS9350-5341SLV 13.3 Inch QHD Touchscreen Laptop (Intel Core i7 with Iris Graphics, 8 GB RAM, 256 GB SSD, Silver)",Dell,Dell XPS 9350-5341SLV,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-6560U 2.2 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel Iris 540,Windows,Windows 10,8,256,256,2.8,1199.00,1499.44
30999,"Lenovo ThinkPad Edge E590 20NB001JUS 15.6"" Notebook - 1920 X 1080 - Core i5 I5-8265U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology",Lenovo,Lenovo ThinkPad E590,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Pro,8,256,256,4.68,729.99,775.00
16695,"Apple MacBook Air 13.3-Inch Laptop MD760LL/B, 4GB Ram - 128GB SSD - 1.4 GHz Intel i5 Dual Core (Renewed)",Apple,Apple MacBook Air 2014,13.3,1440,900,Glossy,0,Intel Core i5,Intel Core i5-4260U 1.4 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0,0,Intel HD 5000,macOS,OS X Mavericks,4,128,128,2.94,390.00,465.61
26119,"Microsoft Surface Book 2 HNM-00001 Laptop (Windows 10, Intel i7-8650U, 13.5"" Screen, Storage: 512 GB, RAM: 16 GB) Silver",Microsoft,Microsoft Surface Book 2,13.5,3000,2000,Glossy,1,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),1,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Pro,16,512,512,3.62,1865.00,1875.00
25060,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",Samsung,Samsung Chromebook Plus V2,12.2,1920,1200,Glossy,1,Intel Celeron,Intel Celeron 3965Y 1.5 GHz (Kaby Lake Dual-Core),0,0,Intel HD 615,Chrome OS,Chrome OS,4,32,32,2.98,349.99,365.00
23192,"Dell i5575-A217SLV-PUS Inspiron 15 5575 - LED-Backlit Display - AMD Ryzen 5 - Radeon Vega8 Graphics - 8GB Memory - 1TB Hard Drive, 15.6"", Platinum Silver",Dell,Dell Inspiron 5575,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,4.89,425.61,425.61
29199,"NEW Microsoft Surface Pro 7 â€“ 12.3"" Touch-Screen - 10th Gen Intel Core i5 - 8GB Memory - 128GB SSD (Latest Model) â€“ Platinum",Microsoft,Microsoft Surface Pro 7,12.3,2736,1824,Glossy,1,Intel Core i5,Intel Core i5-1035G4 1.1 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),1,0,Intel Iris Plus,Windows,Windows 10 Home,8,128,128,1.7,688.00,749.00
21891,"Lenovo 320 Business Laptop PC 15.6"" FHD(1920x1080) Display Intel i7-7500U 2.7GHz Processor 12GB DDR4 RAM 256GB SSD NVIDIA GeForce 940MX Dolby Audio HDMI Bluetooth DVDÂ±R/RW Windows 10",Lenovo,Lenovo IdeaPad 320,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,1,NVIDIA GeForce 940MX,Windows,Windows 10 Home,12,256,256,4.84,1999.11,1999.11
30067,"Prostar P950RF 15.6 Inches FHD 144Hz, Intel i7-9750H, RTX 2070, 32GB 2666Mhz DDR4, 1TB NVMe SSD, 1TB SSHD, Windows 10 Home, Thin Gaming Laptop, 1-Year Warranty",Other,Prostar P950RF,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,1000,2000,4.6,1829.00,1929.00
23620,"Omen by HP 2019 15-Inch Gaming Laptop, Intel i7-9750H Processor, GeForce RTX 2070 8 GB, 32 GB RAM, 512 GB SSD, VR Ready, Windows 10 (15-dc0030nr, Black)",HP,HP OMEN 15-dc0030nr,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,5.56,2499.11,2499.11
31195,"Prostar NH58RCQ 15.6 Inches FHD IPS, Intel i7-9750H, NVIDIA GTX 1660Ti, 16GB 2666Mhz DDR4, 250GB NVMe SSD, 1TB SSHD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH58RCQ,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,250,1250,4.85,1209.00,1229.00
29411,"Microsoft Surface Book 2 (Intel Core i5, 8GB RAM, 128GB) - 13.5""",Microsoft,Microsoft Surface Book 2,13.5,3000,2000,Glossy,1,Intel Core i5,Intel Core i5-7300U 2.6 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),1,0,Intel HD 620,Windows,Windows 10 Pro,8,128,128,3.38,928.00,959.99
28332,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i3-8145U, 4GB DDR4, 128GB PCIe Nvme SSD, Backlit Keyboard, Windows 10 in S Mode, A515-54-30BQ",Acer,Acer Aspire 5 A515-54,15.6,1920,1080,Matte,0,Intel Core i3,Intel Core i3-8145U 2.1 GHz (8th gen Whiskey Lake Dual-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 S,4,128,128,3.97,379.99,379.99
26142,"Lenovo Yoga 720 2-in-1 15.6"" 4K UHD IPS Touch-Screen Ultrabook, Intel Core i7-7700HQ, 16GB RAM, 512GB SSD, NVIDIA GeForce GTX 1050, Thunderbolt, Fingerprint Reader, Backlit Keyboard -Win10",Lenovo,Lenovo Yoga 720,15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,512,512,4.41,1048.88,1048.88
29203,"Dell XPS 15 7590, 15.6"" 4K UHD Touch, 9th Gen Intel Core i7-6 Core 9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 16GB DDR4 RAM, 1TB SSD",Dell,Dell XPS 7590,15.6,3840,2160,Glossy,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,1000,1000,4.5,1749.97,2099.99
22369,"ASUS TUF Thin & Light Gaming Laptop PC (FX504) 15.6â€ Full HD, 8th-Gen Intel Core i5-8300H (up to 3.9GHz), GeForce GTX 1050 2GB, 8GB DDR4 2666 MHz, 1TB FireCuda SSHD, Windows 10 64-bit - FX504GD-ES51",Asus,Asus TUF Gaming FX504,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,0,1000,5.07,699.00,799.99
24627,"OMEN by HP 17-inch Gaming Laptop w/ 144Hz Anti-Glare G-Sync Display, i7-8750H, GeForce GTX 1060 6 GB, 16GB 2666MHz RAM, 1TB HDD & 128 GB PCIE SSD, Windows 10 Home (17-an120nr, Black), Metal",HP,HP OMEN 17-an120nr,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,8.33,1549.00,1549.00
30753,"Sager NP8957 0.78 Inches Thin & Light Gaming Laptop, 15.6 Inches FHD 144Hz Display, Intel Core i7-9750H, NVIDIA RTX 2070 8GB DDR6, 16GB RAM, 500GB NVMe SSD + 1TB HDD, Windows 10 Home",Other,Sager NP8957,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,500,1500,4.6,1549.00,1599.00
30996,Sager NP8957 0.78 Inches Thin,Other,Sager NP8957,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,500,1500,4.6,1649.00,1749.00
17273,"HP Pavilion 15-au010wm 15.6 Inch Laptop (Intel Core i7-6500U 2.5GHz, 12 GB DDR4-2133 SDRAM, 1 TB 5400 rpm SATA Hard Drive, Windows 10), Silver",HP,HP Pavilion 15-au010wm,15.6,1366,768,Glossy,0,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,1,NVIDIA GeForce 940MX,Windows,Windows 10,12,0,1000,4.27,787.00,787.00
22867,"HP, 2018, Elitebook 840 G1 14"" HD LED-Backlit Anti-Glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 256GB SSD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",HP,HP EliteBook 840 G1,14,1366,768,Matte,0,Intel Core i5,Intel Core i5-4300U 1.9 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0,0,Intel HD 4400,Windows,Windows 10 Pro,8,256,256,3.5,254.99,276.96
18830,"Dell XPS9360-7680SLV-PUS Traditional Laptop (Windows 10, Intel Core i7-7560U, 13.3"" LED-Lit Screen, Storage: 1 TB, RAM: 16 GB) Silver",Dell,Dell XPS 13,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-7560U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel Iris Plus 640,Windows,Windows 10 Home,16,1000,1000,2.7,1799.33,1799.33
20501,"Acer Chromebook 15 CB515-1HT-P39B, Pentium N4200, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Pure Silver",Acer,Acer Chromebook 15 CB515-1HT,15.6,1920,1080,Glossy,1,Intel Pentium,Intel Pentium N4200 1.1 GHz (Apollo Lake Quad-Core),0,0,Intel HD 505,Chrome OS,Chrome OS,4,32,32,4.3,322.00,325.12
11087,"HP 15.6 Inch Touchscreen Laptop Computer (Intel Core i3-6100U 2.3GHZ, 8GB RAM, 1TB Hard Drive, DVD, HDMI, USB 3.0, HD Webcam, Windows 10 Home) (Renewed)",HP,HP Pavilion,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-6100U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel HD 520,Windows,Windows 10,8,0,1000,4.68,399.00,399.00
28044,"HP Pavilion 15.6 HD 2019 Newest Thin and Light Laptop Notebook Computer, Intel AMD A6-9225, 8GB RAM, 1TB HDD, Bluetooth, Webcam, DVD-RW, WiFi, Win 10",HP,HP Pavilion,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9225 2.6 GHz (7th gen Stoney Ridge Dual-Core),0,0,AMD Radeon R4,Windows,Windows 10,8,0,1000,4.63,395.00,408.00
6635,"Dell XPS 13 XPS9343-8182SLV 13.3-Inch Touchscreen Laptop (Intel Core i7 5550U, 8 GB RAM, 256 GB SSD, Windows 10, Microsoft Signature Edition) Silver",Dell,Dell XPS 13 XPS9343-8182SLV,13.3,3200,1800,glossy,1,Intel Core i7,Intel Core i7-5500U 2.40 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0,0,Intel HD 5500,Windows,Windows 10,8,256,256,2.8,1499.44,1499.44
23121,"Apple MacBook Air MD223LL/A 11.6-Inch Laptop (1.7GHz Intel Core i5-3317U Dual-Core, 4GB RAM, 64GB SSD, Wi-Fi, Bluetooth 4.0) (Renewed)",Apple,Apple MacBook Air 2012,11.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-3317U 1.7 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0,0,Intel HD 4000,macOS,Mac OS X Lion,4,64,64,2.38,303.43,399.99
28479,"New Apple MacBook Pro (13-inch, 8GB RAM, 128GB Storage) - Space Gray",Apple,Apple MacBook Pro 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8257U 1.4 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0,0,Intel Iris Plus 645,macOS,macOS Mojave,8,128,128,3.02,1099.99,1230.08
19311,"HP 17.3"" HD+ Laptop, AMD Dual-Core A9-9420 APU up to 3.6GHz, 4GB DDR4, 1TB HDD, AMD Radeon R5 Graphics, 802.11ac, Bluetooth 4.0, DVD RW, USB 3.1, Windows 10 Home, Black",HP,HP Pavilion 17z,17.3,1600,900,Glossy,0,AMD A9,AMD A9-9420 3.0 GHz (7th gen Stoney Ridge Dual-Core),0,0,AMD Radeon R5,Windows,Windows 10 Home,4,0,1000,5.62,449.99,449.99
28480,"Apple MacBook Air MJVM2LL/A 11.6 Inch Laptop (Intel Core i5 Dual-Core 1.6GHz up to 2.7GHz, 4GB RAM, 128GB SSD, Wi-Fi, Bluetooth 4.0, Integrated Intel HD Graphics 6000, Mac OS) (Renewed)",Apple,Apple MacBook Air MJVM2LL/A,11.6,1366,768,glossy,0,Intel Core i5,Intel Core i5-5250U 1.6 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),,0,Intel HD 6000,macOS,OS X Yosemite,4,128,128,2.38,418.00,418.00
19617,"Lenovo 320S Business Laptop PC 14"" LED-Backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD Dolby Audio HDMI 802.11ac Webcam Bluetooth 3.7 lbs Windows 10-Silver",Lenovo,Lenovo IdeaPad 320S,14,1366,768,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,256,256,3.74,499.00,648.00
29848,"ASUS ROG Strix G G731GU - 17.3"" FHD - i7-9750H - NVIDIA GTX 1660 Ti - 16GB - 512GB SSD",Asus,Asus ROG Strix G G731GU,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,512,512,6.28,1085.99,1196.99
22132,"Acer Aspire 5, 15.6"" Full HD, 8th Gen Intel Core i5-8250U, GeForce MX150, 8GB DDR4 Memory, 256GB SSD, A515-51G-515J",Acer,Acer Aspire A515-51G,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,8,256,256,4.85,583.99,605.99
26102,Dell Inspiron 15.6â€ Touch Screen Intel Core i3 128GB Solid State Drive Laptop,Dell,Dell Inspiron 3567,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-7130U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,128,128,5.07,313.00,358.00
26958,"Apple MacBook Air MJVE2LL/A 13-inch Laptop 1.6GHz Core i5, 8GB RAM, 128GB SSD (Renewed)",Apple,Apple MacBook Air 2015,13.3,1440,900,Glossy,0,Intel Core i5,Intel Core i5-5250U 1.6 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0,0,Intel HD 6000,macOS,OS X El Capitan,8,128,128,2.96,479.00,490.78
7870,"HP Chromebook 14-ak050nr 14-Inch Laptop (Intel Celeron, 4 GB RAM, 16 GB eMMC)",HP,HP Chromebook 14-ak060nr,14,1920,1080,Matte,0,Intel Celeron,,0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,3.74,219.00,246.00
19154,"2017 Dell Inspiron 11.6"" HD Anti-glare Touchscreen Signature Edition 2-in-1 Laptop, Intel Celeron Dual Core Processor up to 2.48 GHz, 4GB RAM, 32GB SSD, Webcam, Bluetooth, Windows 10, Gray",Dell,Dell Inspiron 11 3000 2-in-1,11.6,1366,768,Matte,1,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,2.6,289.00,289.00
21462,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVDÂ±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",HP,HP,15.6,1366,768,Glossy,1,AMD A12,AMD A12-9720P 2.7 GHz (7th gen Bristol Ridge Quad-Core),0,0,AMD Radeon R7,Windows,Windows 10 Home,8,0,1000,4.52,528.90,532.39
23615,"Razer Blade Stealth 13.3"" QHD+ Touchscreen Ultrabook Laptop - 8th Generation Intel Quad-Core i7-8550U - 16GB RAM - 512GB SSD - Windows 10 - CNC Aluminum- Black",Razer,Razer Blade Stealth,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,2.98,1799.99,1799.99
9591,"2017 Dell Inspiron 15.6"" HD Truelife LED-backlit Widescreen Laptop, Intel Core i7-6500U 2.5GHz, 12GB RAM, 1TB HDD, DVD +/- RW, Intel HD Graphics 520, 802.11a/b/g/n/ac WiFi, HDMI, Windows 10",Dell,Dell Inspiron,15.6,1366,768,Glossy,0,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel HD 520,Windows,Windows 10,12,0,1000,4.94,999.11,999.11
8468,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3540 2.16 GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",HP,HP 15-f211wm,15.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0,0,Intel HD,Windows,Windows 10,4,0,500,5.05,409.98,412.00
